1.82	70.77
2.45	73.83
3.05	75.71
3.65	75.33
3.96	73.97
4.32	75.62
4.92	71.01
5.62	69.28
6.84	71.25
7.40	73.94
7.98	75.97
8.53	76.29
8.81	74.30
9.15	76.05
9.68	71.81
11.46	71.93
12.04	74.75
12.64	76.23
13.21	75.97
13.49	74.76
13.83	75.96
14.38	71.09
14.97	69.22
16.16	74.36
16.76	71.17
17.40	70.34
17.62	71.80
18.00	69.68
18.24	68.10
18.65	70.01
19.28	63.77
21.16	63.77
21.79	69.75
23.55	74.91
24.14	71.82
25.80	70.76
26.08	68.16
26.40	64.87
28.31	73.95
28.85	71.23
29.51	70.00
29.74	71.08
30.12	69.23
30.36	67.10
30.75	69.81
31.37	64.99
32.55	63.11
33.13	64.43
