2.47	67.90
3.48	65.21
4.06	67.90
4.73	72.24
7.04	69.21
8.43	72.20
8.92	69.08
9.44	67.22
11.77	67.60
12.70	60.33
13.22	62.44
13.71	64.31
14.59	62.28
15.00	60.24
15.91	62.28
19.47	67.18
20.34	64.14
20.75	66.87
21.33	72.72
22.78	71.60
23.19	69.17
24.04	72.34
24.68	68.41
24.96	66.78
26.70	66.78
27.52	61.86
27.95	63.24
28.51	64.46
29.70	61.63
30.12	59.86
33.92	69.06
34.75	72.90
35.46	72.85
36.95	72.28
37.69	69.86
38.06	72.17
38.41	72.89
39.78	70.21
40.26	72.27
40.61	73.09
40.99	69.89
41.33	69.86
41.71	67.80
42.07	64.95
42.49	61.14
42.84	81.80
45.49	67.59
46.18	65.16
46.61	68.14
47.02	72.85
48.10	71.96
48.47	69.35
49.23	72.44
49.73	69.99
49.98	67.24
51.49	67.18
52.20	62.31
52.60	63.77
53.12	65.22
54.39	59.05
54.76	59.36
