1.16	67.85
1.73	64.34
2.37	65.03
3.05	67.25
3.65	69.06
4.26	67.61
4.89	65.26
5.56	62.38
6.14	64.26
6.76	65.82
8.00	67.70
8.58	65.86
9.40	64.77
10.00	60.86
10.65	62.97
11.26	64.78
12.50	65.81
13.15	67.21
13.72	65.29
14.32	64.35
14.91	64.46
15.51	62.79
17.94	60.02
18.55	67.14
19.18	65.01
19.92	64.20
21.16	62.27
21.80	60.21
22.44	67.28
23.03	65.25
23.66	64.31
24.86	61.91
25.52	60.37
26.13	60.49
26.46	62.97
26.78	64.24
27.14	65.10
27.57	66.86
29.02	68.84
29.38	66.77
29.76	63.95
30.44	64.46
31.11	61.87
31.83	61.97
32.18	59.92
32.52	60.04
