1.41	66.99	0.00	67.00
2.14	69.18	1.00	69.00
2.51	70.82	2.00	71.00
2.87	71.24	3.00	72.00
4.46	73.11	4.00	74.00
4.79	71.19	5.00	72.00
5.20	70.25	6.00	71.00
5.50	67.97	7.00	69.00
5.95	66.23	8.00	67.00
7.45	64.43	9.00	65.00
8.18	64.95	10.00	65.00
8.54	68.72	11.00	69.00
8.96	66.72	12.00	67.00
9.66	64.25	13.00	65.00
10.46	63.04	14.00	64.00
10.82	62.07	15.00	62.00
11.18	63.01	16.00	64.00
11.52	64.21	17.00	65.00
11.90	66.96	18.00	67.00
13.49	66.23	19.00	67.00
14.22	68.63	20.00	69.00
14.57	69.97	21.00	71.00
14.91	70.92	22.00	72.00
16.70	73.84	23.00	74.00
17.02	75.23	24.00	76.00
17.33	73.55	25.00	74.00
17.68	48.33	26.00	72.00
19.13	55.27	27.00	71.00
19.62	64.12	28.00	69.00
20.31	68.02	29.00	69.00
20.76	59.08	30.00	71.00
21.12	71.12	31.00	72.00
21.87	47.00	32.00	67.00
22.80	64.30	33.00	65.00
23.22	63.81	34.00	64.00
23.58	61.71	35.00	62.00
23.98	55.06	36.00	64.00
24.37	59.83	37.00	60.00
