1.46	52.84	0.00	64.00
2.92	55.27	1.00	67.00
3.55	51.06	2.00	62.00
5.55	57.28	3.00	57.00
6.94	49.16	4.00	60.00
7.64	54.00	5.00	55.00
9.87	55.18	6.00	67.00
11.24	52.92	7.00	64.00
11.97	51.06	8.00	62.00
13.41	48.43	9.00	60.00
14.03	57.02	10.00	57.00
15.50	49.17	11.00	60.00
16.16	51.06	12.00	62.00
18.26	52.77	13.00	64.00
19.55	52.77	14.00	64.00
20.23	51.06	15.00	62.00
21.60	52.10	16.00	64.00
22.27	48.38	17.00	60.00
22.93	48.49	18.00	60.00
23.54	50.06	19.00	62.00
24.23	-1.00	20.00	-1.00
26.25	54.94	21.00	55.00
27.69	47.95	22.00	60.00
28.36	50.37	23.00	62.00
29.10	52.78	24.00	64.00
29.76	55.23	25.00	67.00
30.47	50.18	26.00	62.00
31.90	52.87	27.00	64.00
32.59	49.17	28.00	60.00
