1.18	60.22
1.56	68.78
2.03	67.13
2.45	64.32
2.88	60.31
4.55	61.07
4.93	68.89
5.33	67.24
5.72	65.06
6.13	62.24
7.83	62.06
8.27	70.14
8.67	68.96
9.09	66.78
9.51	64.23
11.30	72.11
11.64	72.22
12.09	70.32
12.46	66.90
12.88	69.06
14.47	61.80
14.87	69.03
15.23	66.92
15.60	64.44
15.99	60.11
17.50	60.49
17.88	69.23
18.24	67.17
18.63	65.11
19.03	62.13
20.65	62.09
21.06	70.24
21.43	68.89
21.84	66.82
22.23	72.26
22.60	72.16
23.02	72.25
24.52	74.24
24.89	72.30
25.30	68.79
26.56	74.17
27.00	72.34
27.42	69.09
28.47	73.86
29.09	71.94
29.51	70.29
29.88	67.21
30.29	65.09
