1.64	67.62	0.00	67.00
2.59	60.90	1.00	60.00
3.03	62.88	2.00	62.00
3.47	64.46	3.00	64.00
3.91	65.58	4.00	65.00
4.41	67.60	5.00	67.00
6.17	60.94	6.00	60.00
7.03	69.33	7.00	69.00
7.97	65.57	8.00	65.00
8.41	67.77	9.00	67.00
8.90	69.27	10.00	69.00
9.30	71.77	11.00	71.00
9.79	72.28	12.00	72.00
11.46	60.90	13.00	60.00
12.40	65.80	14.00	65.00
13.23	68.09	15.00	67.00
13.71	65.85	16.00	65.00
14.11	65.01	17.00	64.00
14.51	63.00	18.00	62.00
14.93	64.77	19.00	64.00
15.75	65.87	20.00	65.00
16.18	64.29	21.00	64.00
16.54	62.30	22.00	62.00
16.96	61.08	23.00	60.00
17.48	60.05	24.00	59.00
18.30	61.09	25.00	60.00
18.70	62.95	26.00	62.00
19.12	65.01	27.00	64.00
19.51	61.03	28.00	60.00
20.34	62.45	29.00	62.00
20.84	67.71	30.00	67.00
21.33	60.11	31.00	60.00
21.75	62.96	32.00	62.00
22.17	64.93	33.00	64.00
22.59	65.91	34.00	65.00
23.07	67.78	35.00	67.00
23.88	60.49	36.00	60.00
24.32	62.85	37.00	62.00
24.76	64.88	38.00	64.00
25.20	65.28	39.00	65.00
25.61	67.80	40.00	67.00
27.23	60.43	41.00	60.00
28.24	69.91	42.00	69.00
29.05	65.73	43.00	65.00
29.50	68.11	44.00	67.00
29.89	69.79	45.00	69.00
30.33	71.89	46.00	71.00
30.78	73.03	47.00	72.00
32.41	60.92	48.00	60.00
33.24	65.87	49.00	65.00
34.11	67.90	50.00	67.00
34.50	65.79	51.00	65.00
34.95	65.11	52.00	64.00
35.35	63.32	53.00	62.00
35.75	65.10	54.00	64.00
36.58	66.20	55.00	65.00
37.01	65.08	56.00	64.00
37.39	62.91	57.00	62.00
37.80	61.17	58.00	60.00
38.28	63.11	59.00	62.00
39.10	65.08	60.00	64.00
39.51	62.40	61.00	62.00
39.91	61.07	62.00	60.00
40.33	59.87	63.00	59.00
40.75	61.06	64.00	60.00
