1.08	47.84	0.00	60.00
1.95	47.05	1.00	60.00
2.40	49.16	2.00	62.00
2.91	53.05	3.00	65.00
3.76	49.93	4.00	62.00
4.22	47.98	5.00	60.00
4.65	47.96	6.00	60.00
8.30	48.13	7.00	60.00
9.16	47.98	8.00	60.00
9.56	49.96	9.00	62.00
10.09	53.19	10.00	65.00
10.95	50.07	11.00	62.00
11.41	48.41	12.00	60.00
11.87	48.44	13.00	60.00
15.42	47.96	14.00	60.00
16.71	50.00	15.00	62.00
17.24	53.23	16.00	65.00
18.92	53.04	17.00	65.00
19.70	49.17	18.00	62.00
20.11	52.87	19.00	65.00
20.55	54.86	20.00	67.00
22.12	54.95	21.00	67.00
23.27	49.17	22.00	62.00
23.81	53.05	23.00	65.00
24.56	49.17	24.00	62.00
24.97	48.07	25.00	60.00
25.40	48.42	26.00	60.00
