0.65	67.04
1.57	59.91
2.03	62.05
2.53	63.87
3.02	65.25
3.58	67.24
5.55	59.16
6.81	68.24
7.73	64.21
8.20	66.93
8.68	67.99
9.18	70.30
9.80	71.24
12.06	60.93
12.96	64.96
13.36	64.98
13.92	67.06
14.31	65.15
14.78	64.19
15.28	62.22
15.88	64.15
16.81	65.14
17.33	63.96
17.81	62.02
18.33	60.93
18.97	60.07
19.98	60.27
20.45	61.68
20.94	63.21
21.45	60.26
22.18	62.14
22.65	66.78
23.17	60.94
23.51	62.02
24.11	62.45
24.48	64.98
25.05	66.99
26.18	60.38
26.86	61.70
27.12	64.20
27.58	65.14
28.12	67.11
30.05	60.02
31.24	68.76
32.20	65.81
33.31	67.90
33.87	69.29
34.26	71.11
36.24	61.60
37.48	64.88
38.33	66.74
38.77	64.40
39.30	63.35
39.81	61.92
40.40	63.81
41.40	64.96
41.88	63.18
42.43	62.01
42.90	60.13
43.45	61.65
44.45	64.09
44.93	61.89
45.44	60.02
45.95	59.13
46.43	60.19
