1.48	70.98	0.00	72.00
2.44	71.16	1.00	72.00
3.33	67.91	2.00	69.00
3.81	66.02	3.00	67.00
4.25	64.03	4.00	65.00
5.14	61.11	5.00	62.00
5.55	63.99	6.00	65.00
6.04	65.14	7.00	67.00
6.46	61.12	8.00	62.00
6.93	63.82	9.00	65.00
8.74	61.09	10.00	62.00
9.60	64.02	11.00	65.00
10.45	67.96	12.00	69.00
10.87	67.79	13.00	69.00
11.38	66.00	14.00	67.00
12.25	65.88	15.00	67.00
12.64	67.99	16.00	69.00
13.12	71.17	17.00	72.00
13.56	64.08	18.00	65.00
14.08	65.81	19.00	67.00
15.86	67.88	20.00	69.00
16.28	67.95	21.00	69.00
16.79	65.80	22.00	67.00
17.28	71.17	23.00	72.00
17.76	67.98	24.00	69.00
19.53	65.80	25.00	67.00
19.96	65.87	26.00	67.00
20.42	63.76	27.00	65.00
20.90	65.73	28.00	67.00
21.41	60.89	29.00	62.00
23.25	58.14	30.00	60.00
24.14	60.30	31.00	62.00
24.56	61.06	32.00	62.00
25.04	65.68	33.00	67.00
25.46	65.78	34.00	67.00
25.91	67.69	35.00	69.00
26.31	67.82	36.00	69.00
26.80	65.80	37.00	67.00
27.72	65.28	38.00	67.00
28.59	63.75	39.00	65.00
