1.13	67.15
2.05	72.04
3.04	67.03
4.81	62.80
5.62	67.11
7.40	75.24
8.23	72.10
9.91	74.06
10.63	74.18
11.10	76.14
11.47	73.84
12.75	72.10
13.46	71.11
14.18	73.66
14.99	66.84
16.40	64.19
17.23	71.67
17.98	68.95
19.44	66.78
20.12	64.81
20.92	68.86
21.55	62.24
23.14	66.75
23.70	69.00
24.00	66.89
24.38	65.12
24.85	64.15
25.34	65.25
25.77	62.04
26.52	60.25
30.10	67.10
30.91	72.19
31.79	66.99
33.01	63.89
33.49	67.14
34.39	76.01
35.12	71.90
36.83	74.08
37.58	74.10
38.00	75.96
38.38	73.92
39.54	72.17
40.04	71.15
40.76	73.80
41.58	66.77
43.06	64.03
43.84	71.81
44.62	69.01
45.82	67.13
46.27	65.04
47.68	69.20
48.43	62.42
50.00	67.06
50.54	69.05
50.84	66.91
51.28	64.24
57.21	66.95
58.42	67.07
58.89	72.15
59.61	74.05
61.88	68.06
