0.62	60.31
1.32	60.36
2.02	62.93
2.72	64.12
3.48	60.06
4.21	64.22
4.93	62.22
5.70	56.75
6.41	60.12
7.16	60.38
7.96	62.32
8.68	64.26
9.38	60.41
10.87	60.17
12.45	60.45
13.17	60.30
13.91	62.40
14.65	64.45
15.37	64.95
16.13	64.22
16.87	62.33
17.64	60.08
18.69	60.07
19.37	55.19
20.15	57.09
20.93	59.14
21.65	60.47
23.10	60.88
24.89	67.58
26.30	69.85
26.71	67.68
27.45	65.79
28.21	69.81
28.94	71.76
29.63	72.36
31.39	67.69
32.50	69.33
32.91	67.53
33.55	65.58
34.25	64.80
35.65	67.07
37.37	67.17
38.48	69.04
38.84	67.11
39.54	64.49
40.29	67.79
41.04	69.36
41.73	70.90
42.56	68.13
43.35	66.14
44.05	70.97
44.84	70.41
45.56	73.26
46.24	71.10
47.64	71.14
