0.98	67.23
1.32	64.19
1.68	64.12
2.08	64.49
2.50	67.16
2.88	64.26
3.25	64.49
3.67	64.18
4.24	67.12
4.57	67.70
4.95	69.09
5.36	67.27
5.77	65.26
7.42	67.81
7.79	62.16
8.16	62.37
8.56	62.33
8.99	67.15
9.33	62.15
9.76	62.35
10.14	62.16
10.69	65.84
11.05	65.26
11.44	67.17
11.82	62.15
12.24	60.44
13.93	67.28
14.33	67.80
14.70	69.07
15.05	69.13
15.49	66.94
15.85	67.00
16.27	64.31
17.12	62.18
17.53	60.39
17.93	62.16
18.34	64.81
18.80	67.13
20.45	67.01
20.83	67.02
21.21	68.91
21.59	68.98
22.01	67.28
22.40	66.97
22.84	64.26
23.68	62.06
24.10	65.25
24.49	64.28
24.89	62.26
25.31	60.49
