0.44	60.15	0.00	60.00
1.24	60.09	1.00	60.00
1.59	62.20	2.00	62.00
2.10	64.79	3.00	65.00
2.95	61.01	4.00	62.00
3.40	60.09	5.00	60.00
3.86	60.01	6.00	60.00
7.43	59.98	7.00	60.00
8.32	60.02	8.00	60.00
8.67	61.98	9.00	62.00
9.21	64.44	10.00	65.00
10.07	60.29	11.00	62.00
10.52	59.99	12.00	60.00
11.03	60.03	13.00	60.00
14.65	60.02	14.00	60.00
15.45	60.29	15.00	62.00
16.43	64.81	16.00	65.00
18.17	65.05	17.00	65.00
19.12	61.96	18.00	62.00
19.51	64.21	19.00	65.00
20.01	66.71	20.00	67.00
21.75	66.87	21.00	67.00
23.12	62.31	22.00	62.00
23.50	65.21	23.00	65.00
24.34	61.83	24.00	62.00
24.81	60.13	25.00	60.00
25.31	60.16	26.00	60.00
