1.63	67.55	0.00	67.00
2.64	62.05	1.00	62.00
4.21	67.16	2.00	67.00
4.80	66.80	3.00	66.00
5.54	67.97	4.00	67.00
6.00	69.30	5.00	69.00
7.59	69.35	6.00	69.00
7.93	67.75	7.00	67.00
8.29	66.73	8.00	66.00
8.60	64.85	9.00	65.00
8.96	66.85	10.00	66.00
9.22	67.86	11.00	67.00
9.55	69.26	12.00	69.00
9.85	68.23	13.00	68.00
10.16	69.31	14.00	69.00
10.46	71.13	15.00	71.00
10.79	64.29	16.00	72.00
11.73	76.73	17.00	76.00
12.44	71.89	18.00	73.00
14.53	64.07	19.00	74.00
15.74	76.05	20.00	76.00
16.73	68.90	21.00	69.00
18.36	71.33	22.00	71.00
18.60	72.13	23.00	72.00
18.96	73.82	24.00	74.00
19.69	70.90	25.00	71.00
20.01	67.01	26.00	67.00
22.28	69.29	27.00	69.00
22.77	71.11	28.00	71.00
23.13	71.92	29.00	72.00
23.46	69.19	30.00	69.00
23.89	65.92	31.00	66.00
24.29	61.72	32.00	62.00
24.71	66.26	33.00	66.00
25.05	69.27	34.00	69.00
25.49	71.02	35.00	71.00
26.26	69.21	36.00	69.00
26.59	67.27	37.00	67.00
