1.35	66.15
2.10	68.00
2.40	68.01
3.46	65.85
5.31	63.70
6.11	64.12
6.39	63.33
7.38	61.17
9.29	61.91
9.80	63.70
10.31	64.84
12.86	61.15
13.46	68.13
14.07	66.11
14.45	64.19
17.57	65.02
18.27	66.79
18.60	66.78
19.62	64.83
21.51	62.03
22.31	63.01
22.60	62.15
23.60	60.17
25.91	59.97
26.37	61.93
26.97	62.98
29.58	60.07
29.95	59.06
30.85	57.03
31.16	55.22
34.14	59.79
34.66	59.93
35.18	67.62
37.93	65.23
38.45	61.99
38.97	68.92
39.39	68.71
40.46	66.84
42.42	62.39
43.17	63.18
43.46	65.04
45.85	68.11
46.38	65.68
47.11	63.71
47.36	62.41
50.43	59.20
51.11	58.28
51.41	67.65
54.56	67.60
55.55	60.45
56.25	68.23
56.47	67.93
57.54	65.63
59.71	62.14
60.58	58.22
61.07	61.00
63.27	59.24
64.05	58.09
64.82	56.63
65.06	55.90
