6.10	55.18
6.75	59.05
7.16	55.85
7.67	53.82
8.20	51.06
9.78	55.91
10.29	59.09
10.69	55.74
11.18	53.20
11.71	50.43
13.42	55.20
13.96	59.05
14.36	56.11
14.97	53.91
15.43	50.31
16.08	53.87
21.10	51.06
21.95	51.04
22.43	53.89
22.87	55.75
23.66	55.89
24.10	59.12
26.33	55.84
26.68	58.87
27.19	55.20
27.72	53.26
28.24	50.35
29.95	48.11
30.36	49.87
30.86	51.67
32.50	49.17
32.86	47.05
33.43	20.00
34.46	47.81
37.12	51.06
37.88	51.06
38.23	49.17
38.70	47.82
39.43	49.87
40.17	51.66
40.88	49.89
41.23	52.02
41.67	54.80
45.81	47.03
46.15	49.17
46.56	51.65
47.90	49.17
48.30	47.79
49.06	55.01
49.81	47.80
