6.09	55.18	0.00	69.00
6.75	59.05	1.00	72.00
7.16	55.85	2.00	69.00
7.67	53.82	3.00	67.00
8.20	51.06	4.00	64.00
9.78	55.91	5.00	69.00
10.29	59.09	6.00	72.00
10.69	55.74	7.00	69.00
11.18	53.20	8.00	67.00
11.72	50.43	9.00	64.00
13.42	55.20	10.00	64.00
13.96	59.05	11.00	72.00
14.36	56.11	12.00	69.00
14.97	53.91	13.00	67.00
15.43	50.31	14.00	64.00
16.08	53.87	15.00	67.00
21.10	51.06	16.00	64.00
21.95	51.04	17.00	64.00
22.43	53.89	18.00	67.00
22.87	55.75	19.00	69.00
23.66	55.89	20.00	69.00
24.10	59.12	21.00	72.00
26.33	55.84	22.00	67.00
26.68	58.87	23.00	69.00
27.19	55.20	24.00	67.00
27.73	53.26	25.00	64.00
28.24	50.35	26.00	62.00
29.95	48.11	27.00	60.00
30.36	49.87	28.00	62.00
30.86	51.67	29.00	64.00
32.50	49.17	30.00	62.00
32.86	47.05	31.00	60.00
33.43	-1.00	32.00	-1.00
34.46	47.81	33.00	60.00
37.12	51.06	34.00	64.00
37.88	51.06	35.00	64.00
38.23	49.17	36.00	62.00
38.70	47.82	37.00	60.00
39.43	49.87	38.00	62.00
40.17	51.66	39.00	64.00
40.88	49.89	40.00	62.00
41.23	52.02	41.00	64.00
41.67	54.80	42.00	67.00
45.81	47.03	43.00	60.00
46.15	49.17	44.00	62.00
46.56	51.65	45.00	64.00
47.90	49.17	46.00	62.00
48.30	47.79	47.00	60.00
49.06	55.01	48.00	57.00
49.81	47.80	49.00	60.00
