1.50	67.16	0.00	67.00
1.95	66.96	1.00	67.00
2.31	69.24	2.00	69.00
2.71	72.41	3.00	72.00
3.20	67.00	4.00	67.00
8.87	71.13	5.00	72.00
9.26	68.22	6.00	69.00
9.57	65.74	7.00	67.00
10.34	62.16	8.00	64.00
10.76	66.15	9.00	67.00
11.13	59.34	10.00	60.00
12.83	66.18	11.00	67.00
13.22	59.28	12.00	57.00
13.68	61.57	13.00	60.00
14.50	64.36	14.00	64.00
14.94	71.14	15.00	72.00
15.38	68.96	16.00	69.00
15.88	66.22	17.00	67.00
16.59	67.13	18.00	67.00
16.96	60.36	19.00	62.00
17.50	66.98	20.00	67.00
17.84	64.45	21.00	64.00
18.00	62.32	22.00	62.00
18.33	60.37	23.00	60.00
19.93	60.49	24.00	60.00
20.33	62.21	25.00	62.00
20.81	64.21	26.00	64.00
21.19	64.28	27.00	64.00
21.61	62.35	28.00	62.00
22.09	68.35	29.00	67.00
22.44	65.72	30.00	64.00
22.63	63.33	31.00	62.00
22.88	62.91	32.00	60.00
28.18	63.25	33.00	62.00
28.58	63.21	34.00	62.00
29.06	65.63	35.00	64.00
29.44	63.78	36.00	64.00
31.07	63.11	37.00	62.00
31.58	58.79	38.00	57.00
32.03	62.01	39.00	60.00
32.60	59.99	40.00	57.00
32.95	57.27	41.00	55.00
