1.20	60.42
1.72	60.49
2.33	62.84
2.86	64.43
3.42	60.90
4.25	64.42
4.73	62.36
5.50	61.08
6.11	60.21
6.79	60.46
7.44	62.44
8.03	64.34
8.65	60.49
9.97	59.86
11.11	60.99
11.80	60.96
12.48	62.38
13.15	64.03
13.93	65.25
14.79	64.34
15.92	61.87
16.76	60.48
17.69	59.11
18.72	57.06
19.48	57.44
20.58	59.09
21.50	60.08
23.32	60.42
26.74	69.08
28.41	71.03
29.05	68.98
30.13	66.99
31.30	69.35
32.46	71.63
33.47	72.28
35.58	68.07
37.80	69.21
38.78	67.24
39.81	65.57
40.87	64.95
42.63	67.03
44.06	69.84
45.74	71.15
46.42	69.22
47.48	67.51
48.44	69.82
49.39	70.89
50.63	72.02
52.00	69.79
52.88	67.69
54.32	72.04
55.16	71.40
56.39	74.00
57.23	72.15
58.75	72.14
