1.20	67.18
2.14	64.30
2.60	67.21
3.07	72.00
4.68	69.17
5.49	71.28
5.92	68.96
6.35	67.20
7.92	67.22
8.64	60.25
9.04	62.97
9.47	64.78
10.25	62.77
10.62	60.39
11.15	62.87
14.09	67.75
14.94	64.85
15.31	67.69
15.73	72.26
16.83	71.33
17.30	69.00
18.11	72.20
18.72	69.25
19.02	67.04
20.69	67.21
21.41	62.27
21.85	64.77
22.27	65.71
23.37	60.23
23.88	60.45
26.76	69.12
27.68	72.29
28.44	72.32
30.08	71.97
30.88	69.28
31.29	71.78
31.68	72.31
33.09	69.18
33.52	72.07
33.88	72.40
34.26	69.34
34.69	67.76
35.38	65.81
35.81	62.31
36.15	59.19
36.59	62.29
39.24	67.11
39.98	64.40
40.37	67.61
40.76	72.28
41.82	71.17
42.23	69.05
42.98	72.24
43.50	69.20
43.80	67.57
45.21	67.21
45.98	62.96
46.34	64.83
46.74	65.94
47.76	59.92
48.15	60.41
