2.11	66.30
3.78	64.33
4.63	63.13
5.51	65.95
6.65	71.27
7.48	70.45
8.17	68.63
9.09	70.14
9.85	71.13
10.72	66.29
12.54	66.87
13.60	66.81
15.22	64.79
15.91	63.16
16.78	67.06
17.67	71.24
18.51	69.87
19.16	68.10
20.05	70.26
20.68	71.28
22.96	74.74
23.81	66.24
24.67	66.32
25.58	66.87
26.03	66.80
26.52	66.75
26.97	66.80
27.43	67.09
28.24	73.98
29.23	66.30
30.06	66.74
30.99	66.22
31.45	66.84
31.95	66.86
32.42	66.83
32.89	66.78
33.85	67.04
35.65	64.36
36.52	63.36
38.01	67.20
38.91	71.11
39.86	70.29
40.50	67.95
41.45	69.87
42.17	71.09
