2.11	66.30	0.00	67.00
3.79	64.33	1.00	65.00
4.63	63.13	2.00	64.00
5.51	65.95	3.00	67.00
6.65	71.27	4.00	72.00
7.48	70.45	5.00	71.00
8.17	68.63	6.00	69.00
9.09	70.14	7.00	71.00
9.85	71.13	8.00	72.00
10.72	66.29	9.00	67.00
12.54	66.87	10.00	67.00
13.59	66.81	11.00	65.00
15.22	64.79	12.00	64.00
15.91	63.16	13.00	67.00
16.78	67.06	14.00	72.00
17.67	71.24	15.00	71.00
18.51	69.87	16.00	69.00
19.16	68.10	17.00	71.00
20.05	70.26	18.00	72.00
20.68	71.28	19.00	74.00
22.96	74.74	20.00	67.00
23.81	66.24	21.00	67.00
24.67	66.32	22.00	67.00
25.58	66.87	23.00	67.00
26.03	66.80	24.00	67.00
26.52	66.75	25.00	67.00
26.97	66.80	26.00	67.00
27.43	67.09	27.00	74.00
28.24	73.98	28.00	67.00
29.23	66.30	29.00	67.00
30.06	66.74	30.00	67.00
30.99	66.22	31.00	67.00
31.45	66.84	32.00	67.00
31.95	66.86	33.00	67.00
32.41	66.83	34.00	67.00
32.89	66.78	35.00	67.00
33.85	67.04	36.00	65.00
35.66	64.36	37.00	64.00
36.52	63.36	38.00	67.00
38.01	67.20	39.00	72.00
38.90	71.11	40.00	71.00
39.86	70.29	41.00	69.00
40.50	67.95	42.00	71.00
41.45	69.87	43.00	72.00
42.17	71.09	44.00	72.00
