0.66	64.29	0.00	64.00
1.70	67.16	1.00	67.00
2.12	62.32	2.00	62.00
3.70	57.28	3.00	57.00
4.82	60.21	4.00	60.00
5.40	55.85	5.00	55.00
7.06	66.88	6.00	67.00
8.00	64.77	7.00	64.00
8.44	62.30	8.00	62.00
9.28	60.44	9.00	60.00
9.86	57.30	10.00	57.00
10.80	60.40	11.00	60.00
11.34	62.18	12.00	62.00
12.86	64.44	13.00	64.00
13.81	64.35	14.00	64.00
14.35	62.43	15.00	62.00
15.36	64.77	16.00	64.00
15.87	60.89	17.00	60.00
16.35	60.93	18.00	60.00
16.89	62.34	19.00	62.00
17.43	57.34	20.00	57.00
19.00	55.80	21.00	55.00
20.00	60.20	22.00	60.00
20.53	67.95	23.00	62.00
21.10	65.65	24.00	64.00
21.68	63.14	25.00	67.00
22.54	63.20	26.00	62.00
23.18	61.85	27.00	64.00
23.68	61.80	28.00	60.00
