1.31	58.16
2.08	58.13
2.81	60.88
3.51	63.06
4.26	58.70
5.02	62.98
5.80	60.90
6.62	54.09
7.40	58.71
8.13	58.77
8.90	60.91
9.67	63.27
10.48	58.70
12.09	57.42
13.68	58.74
14.42	59.03
15.17	61.03
15.87	63.33
16.59	64.01
17.28	63.06
18.00	60.90
18.78	58.91
19.56	57.94
20.26	53.06
21.03	55.15
21.76	58.00
22.44	58.77
23.90	58.97
25.44	67.78
26.85	69.80
27.42	67.75
28.17	65.77
28.83	67.86
29.57	70.00
30.22	70.73
31.63	65.28
32.77	67.67
33.10	65.77
33.81	63.71
34.55	62.79
36.01	65.60
37.43	67.74
38.72	69.28
39.13	67.74
39.82	65.82
40.54	67.68
41.22	69.84
41.88	70.41
42.61	67.92
43.36	65.75
44.05	70.24
44.81	69.74
45.46	72.22
46.24	70.74
47.68	70.31
