0.64	65.69	0.00	66.00
1.50	65.72	1.00	66.00
2.21	65.59	2.00	66.00
2.81	65.63	3.00	66.00
3.54	65.69	4.00	66.00
4.27	63.80	5.00	64.00
4.56	65.74	6.00	66.00
4.93	68.28	7.00	69.00
6.16	70.27	8.00	71.00
6.51	68.20	9.00	69.00
6.77	65.21	10.00	66.00
7.27	68.22	11.00	69.00
7.42	65.58	12.00	66.00
7.71	63.25	13.00	64.00
8.07	61.54	14.00	62.00
8.84	63.23	15.00	64.00
9.09	65.18	16.00	66.00
9.43	65.20	17.00	66.00
10.13	65.28	18.00	66.00
10.81	63.10	19.00	64.00
11.10	65.00	20.00	66.00
11.51	63.02	21.00	64.00
11.84	61.00	22.00	62.00
12.16	58.04	23.00	59.00
12.55	56.19	24.00	57.00
12.90	57.99	25.00	59.00
13.62	61.11	26.00	62.00
14.20	58.78	27.00	59.00
14.56	56.83	28.00	57.00
14.77	58.17	29.00	59.00
15.06	56.67	30.00	57.00
