0.55	66.28
0.91	63.95
1.27	64.42
1.66	66.21
2.03	68.68
2.40	66.81
2.75	64.36
3.16	61.73
3.48	63.36
3.82	64.36
4.46	66.84
4.64	64.97
4.85	63.71
5.19	60.03
5.58	61.81
5.94	63.85
6.66	64.97
7.06	66.81
7.44	64.91
7.79	63.88
8.17	63.67
8.59	62.15
9.59	59.98
10.00	67.69
10.37	65.05
10.77	64.40
11.80	62.17
12.19	59.93
12.56	67.20
12.92	65.78
13.28	64.33
14.20	62.06
14.73	59.88
15.05	60.12
15.24	62.02
15.43	63.77
15.60	65.07
15.86	66.93
16.21	67.91
16.44	65.82
16.65	63.92
17.03	64.85
17.41	61.74
17.77	61.93
17.98	60.19
18.19	59.85
