0.82	65.29
1.44	62.31
1.99	62.38
2.60	62.80
3.33	65.83
3.95	62.84
4.55	62.40
5.14	62.45
5.84	65.87
6.42	65.68
7.08	67.64
7.71	65.74
8.29	63.71
10.57	63.27
11.17	60.03
11.78	60.07
12.39	60.23
13.05	63.66
13.63	59.81
14.22	60.02
14.84	59.87
15.51	65.95
16.11	65.81
16.74	63.32
17.33	60.42
17.97	58.69
20.46	65.85
21.04	65.77
21.68	67.23
22.24	67.28
22.93	65.83
23.57	65.83
24.17	63.05
25.50	60.86
26.12	59.09
26.76	61.11
27.38	63.01
28.04	65.79
30.53	65.85
31.13	65.67
31.74	67.26
32.32	67.27
33.03	65.92
33.62	65.81
34.26	62.93
35.56	60.83
36.25	63.79
36.86	62.84
37.50	60.83
38.14	58.93
