0.95	59.89
1.36	60.15
1.79	62.95
2.21	64.91
2.62	60.02
3.09	64.30
3.49	62.16
3.91	56.71
4.38	60.06
4.73	60.39
5.15	62.45
5.58	65.14
6.00	60.14
6.87	60.14
7.65	60.06
8.03	60.90
8.45	63.78
8.85	65.15
9.25	66.02
9.67	65.56
10.10	63.03
10.48	60.87
10.94	60.15
11.32	75.03
11.70	58.07
12.07	60.23
12.53	60.37
13.28	60.26
14.09	67.68
14.51	69.09
14.81	67.63
15.22	65.06
15.59	67.74
16.02	70.04
16.37	70.78
17.18	64.30
17.68	66.95
17.93	64.27
18.30	62.37
18.72	61.80
19.50	64.96
20.38	67.10
20.87	69.92
20.99	67.83
21.41	65.03
21.80	67.14
22.24	69.86
22.60	70.30
23.00	66.70
23.42	64.77
23.78	69.32
24.23	69.73
24.60	72.06
25.01	70.96
25.75	70.98
