1.31	60.01
2.17	72.98
2.37	72.30
3.03	59.99
4.74	60.21
5.09	61.58
5.53	63.32
6.35	60.92
7.93	60.83
8.25	61.78
8.63	63.34
9.35	61.76
9.66	63.75
10.03	65.21
10.81	63.75
11.13	65.86
11.56	66.74
11.96	68.71
12.27	70.10
12.65	69.00
12.97	70.80
13.40	72.32
13.73	73.67
14.52	60.16
15.26	73.16
16.71	74.98
17.01	72.81
17.40	71.42
17.73	72.80
19.64	74.25
19.96	72.73
20.39	71.73
20.97	72.27
21.39	71.35
21.71	69.44
22.48	71.24
22.78	71.94
23.20	69.08
23.85	67.11
24.17	65.68
24.50	64.77
24.78	62.29
25.23	60.29
25.95	71.94
26.63	60.27
28.13	63.80
28.40	64.92
28.75	66.73
29.40	64.92
30.75	64.41
31.00	64.99
31.37	67.01
32.03	64.97
32.32	66.96
32.66	68.88
33.39	66.92
33.68	68.77
34.05	69.84
34.41	71.34
34.75	69.34
35.62	69.37
35.97	71.85
36.56	73.25
39.28	71.25
41.23	72.95
41.90	70.98
42.25	68.98
42.54	67.77
43.25	68.83
43.48	67.71
43.84	65.79
44.63	61.13
45.29	72.84
45.92	60.23
