0.99	59.91	0	60
1.44	69.00	1	69
1.82	66.82	2	67
2.22	65.15	3	65
2.63	59.96	4	60
3.95	60.18	5	60
4.39	68.98	6	69
4.73	66.88	7	67
5.11	64.18	8	65
5.46	62.09	9	62
6.81	61.95	10	62
7.23	70.12	11	70
7.55	68.99	12	69
7.94	66.86	13	67
8.29	63.78	14	64
9.60	72.01	15	72
9.93	72.00	16	72
10.34	70.01	17	70
10.68	66.77	18	67
11.05	68.72	19	69
12.45	59.85	20	60
12.80	68.71	21	69
13.19	66.61	22	67
13.52	64.99	23	65
13.86	59.81	24	60
15.17	59.92	25	60
15.56	68.89	26	69
15.90	66.57	27	67
16.23	64.10	28	65
16.61	61.61	29	62
17.87	61.93	30	62
18.32	69.08	31	70
18.65	68.78	32	69
19.00	66.65	33	67
19.35	71.75	34	72
19.68	71.22	35	72
20.15	71.69	36	72
20.78	73.98	37	74
21.11	71.10	38	72
21.49	69.20	39	70
21.80	66.62	40	67
-1.00	-1.00	41	-1
