1.04	67.23
1.44	69.28
1.74	71.15
2.21	75.68
2.64	73.66
3.77	66.03
4.19	63.95
4.63	66.03
4.98	66.86
5.45	71.73
5.87	70.92
8.00	63.06
8.46	60.86
8.81	64.03
9.22	66.98
9.60	70.34
10.05	68.88
11.25	67.08
11.69	66.12
12.09	67.01
12.43	64.20
12.92	66.23
13.34	61.59
14.14	65.76
14.98	66.94
15.35	69.05
15.73	71.24
16.14	75.65
16.57	73.66
17.67	74.31
19.06	75.16
19.44	65.83
19.86	68.78
20.22	70.21
20.68	70.82
22.09	71.79
22.50	73.19
23.00	64.84
23.32	65.86
23.75	67.80
24.15	69.85
24.56	65.82
24.96	62.76
25.37	60.83
25.79	59.95
26.22	61.13
26.63	69.95
26.99	67.83
27.45	65.89
