1.65	55.97
2.05	55.28
2.45	60.34
2.86	55.86
3.25	52.85
3.69	56.00
4.14	60.86
4.95	60.43
5.31	57.34
5.82	54.32
6.18	57.19
6.63	60.16
8.32	57.47
8.68	57.25
9.13	61.04
9.44	57.19
9.96	53.30
10.31	57.34
10.79	55.78
11.70	55.90
12.02	53.00
12.52	49.90
12.89	52.79
13.36	55.03
15.05	52.81
15.46	55.04
15.86	60.21
16.27	55.82
16.65	60.41
17.01	60.42
17.45	55.23
18.31	56.63
18.63	52.89
19.08	49.17
19.45	53.07
19.90	55.02
21.66	53.12
22.04	55.94
22.43	60.29
22.81	55.21
23.19	60.99
23.53	60.35
23.99	55.26
24.87	65.10
25.63	64.14
26.48	55.05
