0.99	60.20	0.00	60.00
1.97	60.41	1.00	60.00
2.48	62.30	2.00	62.00
3.09	65.22	3.00	65.00
4.19	62.37	4.00	62.00
4.67	60.26	5.00	60.00
5.24	60.24	6.00	60.00
8.20	60.35	7.00	60.00
9.22	60.22	8.00	60.00
9.63	62.33	9.00	62.00
10.26	65.12	10.00	65.00
11.41	62.35	11.00	62.00
11.94	60.29	12.00	60.00
12.55	60.26	13.00	60.00
15.25	60.49	14.00	60.00
16.47	63.08	15.00	62.00
17.07	65.04	16.00	65.00
19.31	65.12	17.00	65.00
20.26	62.03	18.00	62.00
20.78	65.14	19.00	65.00
21.28	67.03	20.00	67.00
23.55	67.01	21.00	67.00
25.67	63.05	22.00	62.00
26.28	65.57	23.00	65.00
27.92	62.36	24.00	62.00
28.44	60.40	25.00	60.00
29.03	60.13	26.00	60.00
