2.28	52.03
2.81	56.98
3.24	60.37
3.70	57.38
4.21	55.86
5.96	51.65
6.42	56.71
6.90	58.87
7.31	61.77
7.84	56.15
9.69	62.37
11.20	66.13
11.60	63.86
12.47	61.69
13.41	63.11
13.89	60.24
14.37	56.85
14.83	60.38
15.36	55.19
17.25	50.35
18.68	54.26
19.13	56.64
20.04	53.19
20.48	57.94
20.87	60.24
22.11	61.89
22.58	55.74
23.00	57.20
24.72	51.06
26.12	59.98
26.60	56.98
27.56	54.11
28.51	56.98
28.93	53.99
29.38	49.17
30.28	51.74
32.10	50.45
33.49	55.88
33.89	58.27
35.64	61.90
37.08	66.13
37.50	63.15
38.30	61.11
39.20	62.98
39.62	60.05
40.07	56.00
40.57	60.41
40.90	63.76
