1.13	67.06	0.00	67.00
1.74	69.34	1.00	69.00
2.10	71.18	2.00	71.00
2.45	72.15	3.00	72.00
3.76	74.96	4.00	74.00
4.10	76.04	5.00	72.00
4.45	74.13	6.00	71.00
4.73	72.09	7.00	69.00
5.19	71.19	8.00	67.00
6.46	65.96	9.00	65.00
7.10	65.69	10.00	65.00
7.45	69.14	11.00	69.00
7.78	67.22	12.00	67.00
8.45	65.70	13.00	65.00
9.14	64.30	14.00	64.00
9.38	62.38	15.00	62.00
9.72	65.02	16.00	64.00
10.05	66.03	17.00	65.00
10.42	67.64	18.00	67.00
11.80	67.58	19.00	67.00
12.45	69.96	20.00	69.00
12.79	72.03	21.00	71.00
13.12	72.76	22.00	72.00
14.49	75.05	23.00	74.00
14.85	76.20	24.00	76.00
15.17	74.19	25.00	74.00
15.50	72.18	26.00	72.00
15.91	71.15	27.00	71.00
17.22	69.34	28.00	69.00
17.83	69.77	29.00	69.00
18.19	72.00	30.00	71.00
18.49	72.32	31.00	72.00
19.14	67.73	32.00	67.00
19.84	65.06	33.00	65.00
20.19	64.43	34.00	64.00
20.53	62.35	35.00	62.00
20.88	64.49	36.00	64.00
21.21	48.18	37.00	60.00
