2.73	69.07
3.12	72.12
3.36	69.24
3.62	66.85
3.97	64.77
4.88	68.87
5.20	72.06
5.42	69.20
5.71	66.67
5.92	64.43
6.85	64.88
7.41	72.29
7.85	69.16
8.16	67.22
8.38	64.36
8.97	67.64
10.76	64.82
11.28	64.31
11.58	67.28
11.82	69.26
12.25	69.26
12.54	72.24
12.84	66.87
13.01	69.26
13.29	66.73
13.53	64.04
13.82	62.29
14.84	60.89
15.03	62.97
15.33	64.39
15.79	62.86
16.06	59.02
16.31	56.93
16.83	60.37
18.82	64.97
19.25	64.97
19.47	62.83
19.77	60.46
20.27	62.37
20.74	64.44
21.20	62.88
21.43	64.32
21.79	67.80
22.74	61.02
22.96	63.12
23.19	64.77
23.68	63.04
23.87	60.39
24.15	57.36
24.65	60.86
