1.89	47.93	0.00	60.00
2.37	49.17	1.00	60.00
2.57	50.03	2.00	62.00
2.82	52.77	3.00	65.00
3.27	49.82	4.00	62.00
3.50	47.83	5.00	60.00
3.76	48.25	6.00	60.00
5.58	48.18	7.00	60.00
6.02	49.17	8.00	60.00
6.23	50.30	9.00	62.00
6.51	53.21	10.00	65.00
6.94	50.07	11.00	62.00
7.18	49.17	12.00	60.00
7.44	48.39	13.00	60.00
9.20	48.21	14.00	60.00
9.86	50.45	15.00	62.00
10.09	53.95	16.00	65.00
11.06	53.91	17.00	65.00
11.46	50.05	18.00	62.00
11.70	53.88	19.00	65.00
11.98	55.08	20.00	67.00
13.08	55.07	21.00	67.00
13.50	51.06	22.00	62.00
13.80	53.21	23.00	65.00
14.23	50.03	24.00	62.00
14.44	49.17	25.00	60.00
14.64	48.44	26.00	60.00
