0.93	47.96	0.00	60.00
1.78	47.98	1.00	60.00
2.26	50.26	2.00	62.00
2.78	53.09	3.00	65.00
3.66	50.18	4.00	62.00
4.18	47.79	5.00	60.00
4.64	48.11	6.00	60.00
8.32	47.86	7.00	60.00
9.20	48.35	8.00	60.00
9.66	50.08	9.00	62.00
10.14	53.01	10.00	65.00
11.05	51.06	11.00	62.00
11.53	48.34	12.00	60.00
11.97	48.46	13.00	60.00
15.66	47.99	14.00	60.00
17.00	50.31	15.00	62.00
17.46	53.08	16.00	65.00
19.29	53.18	17.00	65.00
20.10	50.18	18.00	62.00
20.58	53.26	19.00	65.00
21.05	54.96	20.00	67.00
22.94	54.87	21.00	67.00
24.23	50.27	22.00	62.00
24.71	72.17	23.00	65.00
25.65	50.25	24.00	62.00
26.15	48.25	25.00	60.00
26.63	48.49	26.00	60.00
