0.06	59.05	0.00	60.00
0.36	67.19	1.00	69.00
0.73	65.18	2.00	67.00
1.07	63.84	3.00	65.00
1.46	59.02	4.00	60.00
3.01	60.11	5.00	60.00
3.34	68.14	6.00	69.00
3.73	66.13	7.00	67.00
4.05	64.38	8.00	65.00
4.43	61.64	9.00	62.00
6.05	61.96	10.00	62.00
6.47	69.17	11.00	70.00
6.80	67.65	12.00	69.00
7.18	65.94	13.00	67.00
7.59	62.88	14.00	64.00
9.11	70.01	15.00	72.00
9.42	70.28	16.00	72.00
9.81	68.01	17.00	70.00
10.17	66.00	18.00	67.00
10.54	67.72	19.00	69.00
12.01	60.49	20.00	60.00
12.34	68.63	21.00	69.00
12.68	66.88	22.00	67.00
13.04	64.27	23.00	65.00
13.45	59.41	24.00	60.00
14.94	59.88	25.00	60.00
15.29	68.08	26.00	69.00
15.64	66.22	27.00	67.00
16.00	64.33	28.00	65.00
16.39	61.54	29.00	62.00
17.85	60.97	30.00	62.00
18.27	69.26	31.00	70.00
18.62	67.21	32.00	69.00
18.97	65.30	33.00	67.00
19.33	72.08	34.00	72.00
19.65	71.97	35.00	72.00
20.02	72.01	36.00	72.00
20.80	74.17	37.00	74.00
21.13	72.13	38.00	72.00
21.50	69.32	39.00	70.00
21.85	66.92	40.00	67.00
22.22	64.85	41.00	65.00
