1.58	64.15	0.00	64.00
2.22	67.16	1.00	67.00
2.84	59.19	2.00	60.00
4.22	61.95	3.00	62.00
4.84	63.74	4.00	64.00
5.66	55.82	5.00	55.00
6.98	60.33	6.00	60.00
7.59	62.84	7.00	62.00
8.36	64.34	8.00	64.00
9.07	67.20	9.00	67.00
9.80	62.23	10.00	62.00
12.49	64.10	11.00	64.00
13.24	66.27	12.00	67.00
13.91	59.19	13.00	60.00
15.30	62.33	14.00	62.00
15.98	64.37	15.00	64.00
16.74	56.08	16.00	57.00
18.07	61.91	17.00	62.00
18.83	56.84	18.00	55.00
19.49	62.20	19.00	62.00
20.14	63.98	20.00	64.00
20.90	60.42	21.00	60.00
23.77	67.62	22.00	69.00
25.17	66.03	23.00	67.00
26.54	67.64	24.00	69.00
27.84	59.29	25.00	60.00
29.22	64.02	26.00	64.00
29.90	56.09	27.00	69.00
30.63	63.08	28.00	64.00
31.32	66.89	29.00	67.00
32.00	62.29	30.00	62.00
34.80	64.12	31.00	64.00
35.53	66.70	32.00	67.00
36.15	58.08	33.00	60.00
37.54	62.21	34.00	62.00
38.13	64.34	35.00	64.00
38.75	55.85	36.00	57.00
40.18	62.25	37.00	62.00
41.05	56.13	38.00	55.00
41.70	62.01	39.00	62.00
42.37	64.13	40.00	64.00
43.09	59.87	41.00	60.00
