1.30	68.26
2.33	65.83
2.84	68.28
3.49	72.97
5.69	69.23
6.72	73.06
7.13	69.97
7.70	67.98
9.64	68.26
10.58	62.14
11.04	64.20
11.56	66.63
12.96	62.93
13.58	64.79
17.39	68.12
18.33	65.83
18.81	68.14
19.33	72.98
20.78	72.07
21.22	69.86
22.26	73.19
22.79	70.22
23.32	67.83
25.24	67.59
26.54	62.00
27.05	64.20
27.63	65.69
28.82	62.25
29.37	60.48
32.81	69.17
33.81	73.01
34.80	73.09
36.61	65.11
36.80	72.30
37.52	70.76
38.07	72.45
38.56	73.62
40.54	70.79
41.05	73.11
41.59	73.62
41.99	70.80
42.47	70.07
43.07	67.93
43.64	65.22
44.18	62.20
44.73	63.32
47.97	70.91
48.98	67.73
49.45	70.94
50.00	74.37
51.39	73.08
52.00	70.83
53.02	73.93
53.48	71.17
54.04	69.00
56.06	68.37
57.03	63.81
57.47	65.64
58.03	66.96
59.61	61.69
60.21	62.30
