0.95	61.82	0.00	60.00
1.36	69.21	1.00	69.00
1.80	67.67	2.00	67.00
2.19	65.02	3.00	65.00
2.58	60.34	4.00	60.00
4.01	61.12	5.00	60.00
4.39	69.18	6.00	69.00
4.78	67.09	7.00	67.00
5.17	65.18	8.00	65.00
5.57	60.06	9.00	62.00
7.10	63.09	10.00	62.00
7.51	69.96	11.00	70.00
7.88	69.15	12.00	69.00
8.31	66.92	13.00	67.00
8.75	63.83	14.00	64.00
10.24	71.38	15.00	72.00
10.63	71.79	16.00	72.00
11.12	69.75	17.00	70.00
11.82	66.71	18.00	67.00
12.26	68.76	19.00	69.00
13.79	60.24	20.00	60.00
14.30	68.23	21.00	69.00
14.63	66.57	22.00	67.00
15.05	64.23	23.00	65.00
15.46	59.82	24.00	60.00
16.91	60.15	25.00	60.00
17.39	67.91	26.00	69.00
17.76	66.65	27.00	67.00
18.14	64.23	28.00	65.00
18.57	61.56	29.00	62.00
19.81	62.25	30.00	62.00
20.25	69.30	31.00	70.00
20.54	68.71	32.00	69.00
21.05	66.80	33.00	67.00
21.35	71.89	34.00	72.00
21.73	71.71	35.00	72.00
22.14	71.20	36.00	72.00
22.94	73.13	37.00	74.00
23.33	71.05	38.00	72.00
23.75	69.17	39.00	70.00
24.16	66.24	40.00	67.00
24.58	64.17	41.00	65.00
